Date;23-9-2021;;;;;;;;;;
Type;MAJOR FLAG;STOCK TYPE;QUOTE INDICATOR;GEOGRAPHIC DESCR.;GEOG DESC OF LSTNG;CURRENCY;ISIN ISSUER CTRY;NAME;FULL NAME;COMPANY NAME;ISIN CODE
932861;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;NED.BONTWEVERIJ;NEDERLANDS BONTWEVERIJ;NEDERLANDS BONTWEVERIJ;NA
916451;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;NED.CREDIETBANK;NEDERLANDS CREDIETBANK;NEDERLANDS CREDIETBANK;NA
932863;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;NED.DAGBLADUNIE;NEDERLANDS DAGBLADUNIE;NEDERLANDS DAGBLADUNIE;NA
932862;N;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;NED.DAGBL. FL.500;NEDERLANDS DAGBLADUNIE FLORIN 500;NEDERLANDS DAGBLADUNIE;NA
936534;Y;INVT;P;NETHERLANDS;NETHERLANDS;E;NL;NED.ELEVATOR DEAD - SEE 697972;NEDERLANDS ELEVATOR DEAD - SEE 697972;NEDERLANDS ELEVATOR;NL0000440402
932798;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;NED.IND.MJ.NEFIT;NEDERLANDS INDUSTRY MURRY JOHNSTONE NEFIT;NEDERLANDS INDUSTRY MURRY JOHNSTONE NEFIT;NA
772300;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;NED.MAATSCHAPPIJ NV;NEDERLANDS MAATSCHAPPIJ NV;NEDERLANDS MAATSCHAPPIJ;NA
923719;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;NED. SCHPSYPKBK.;NEDERLANDS SCHPSYPKBK.;NEDERLANDS SCHPSYPKBK.;NA
916698;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;NEDFIELD DEAD - 01/07/10;NEDFIELD DEAD - 01/07/10;NEDFIELD;NL0006327322
679064;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;NEDGRAPHICS HOLDING NM DEAD - MERG 698258;NEDGRAPHICS HOLDING NM DEAD - MERG 698258;NEDGRAPHICS HOLDING NM;NL0000371375
505422;N;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;NEDSCHROEF DIV 90;NEDSCHROEF DIV 90;NEDSCHROEF HOLDINGS KONINKLIJKE;NA
756832;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;NEDSCHROEF HOLDINGS KON. DEAD - 03/07/07;NEDSCHROEF HOLDINGS KONINKLIJKE DEAD - 03/07/07;NEDSCHROEF HOLDINGS KONINKLIJKE;NL0000441475
508580;Y;INVT;P;NETHERLANDS;NETHERLANDS;FL;N/A;NEDUFO (A) PARTS. DEAD - DELIST.08/10/93;NEDUFO (A) PARTICIPATIONS DEAD - DELIST.08/10/93;NEDUFO (A) PARTICIPATIONS;NA
508581;Y;INVT;P;NETHERLANDS;NETHERLANDS;FL;N/A;NEDUFO (B) PARTS. DEAD - DELIST.08/10/93;NEDUFO (B) PARTICIPATIONS DEAD - DELIST.08/10/93;NEDUFO (B) PARTICIPATIONS;NA
309045;Y;EQ;S;SWITZERLAND;NETHERLANDS;SF;NL;NESTLE 'R' (AMS) DEAD - DEAD 28/12/00;NESTLE 'R' (AMS) DEAD - DEAD 28/12/00;NESTLE AG;NL0000439347
741067;Y;CF;P;NETHERLANDS;NETHERLANDS;FL;N/A;NEVAS DEAD - DELIST.08/10/93;NEVAS DEAD - DELIST.08/10/93;NEVAS;NA
741068;N;CF;P;NETHERLANDS;NETHERLANDS;FL;N/A;NEVAS 17% PREF. DEAD - DELIST.08/10/93;NEVAS 17% PREFERENCE DEAD - DELIST.08/10/93;NEVAS;NA
307546;Y;CF;P;NETHERLANDS;NETHERLANDS;U$;N/A;NEW ASIA FUND DEAD - DELIST.26/04/96;NEW ASIA FUND DEAD - DELIST.26/04/96;NEW ASIA FUND;NA
539711;Y;CF;P;NETHERLANDS;NETHERLANDS;DM;N/A;NEW EU.HTLS. (AMS);NEW EUROPE HOTELS (AMS);NEW EUROPE HOTELS (H);NA
265646;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;NEW SKIES SATELLITES DEAD - DEAD 24/02/05;NEW SKIES SATELLITES DEAD - DEAD 24/02/05;NEW SKIES SATELLITES;NL0000371474
671023;Y;EQ;S;UNITED STATES;NETHERLANDS;E;NL;NEW VALLEY CORP. (AMS) DEAD - DELIST 04/05/00;NEW VALLEY CORPORATION (AMS) DEAD - DELIST 04/05/00;NEW VALLEY CORPORATION;NL0000479335
539610;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;NEWTRON HDG. TAKEOVER BY 741609;NEWTRON HOLDINGS TAKEOVER BY 741609;NEWTRON HOLDINGS;NA
15225F;Y;EQ;S;SPAIN;NETHERLANDS;E;ES;NH HOTELES (AMS) DEAD - 23/08/05;NH HOTELES (AMS) DEAD - 23/08/05;NH HOTEL GR(EX-COFIR) SA;ES0161560018
679316;N;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;NIB PREF. DEAD - DUPL.SEE 143414;NIB PREFERENCE DEAD - DUPLICATE SEE 143414;NATIONAL INVESTERINGSBANK;NL0000303089
9278QK;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;NIBC HOLDING DEAD - DELIST.18/02/21;NIBC HOLDING DEAD - DELIST.18/02/21;NIBC HOLDING NV;NL0012756316
932869;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;NIERSTRASZ;NIERSTRASZ;NIERSTRASZ;NA
998417;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;NIJGH EN VAN DITMAR DEAD;NIJGH EN VAN DITMAR DEAD;NIJGH EN VAN DITMAR;NA
504386;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;NIJV.TEN CATE 21/2% STK.;NIJVERDAL TEN CATE 21/2% STOCK;NIJVERDAL TEN CATE;NA
772751;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;NKF HOLDING DEAD - T/O BY 307364;NKF HOLDING DEAD - T/O BY 307364;NKF HOLDING NV;NL0000374957
505452;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;NKF 2 1/2% STK.;NKF 2 1/2% STOCK;NKF;NA
905246;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;NMB POSTBANK GP.;NMB POSTBANK GROUP;NMB POSTBANK GROUP;NA
505412;Y;EQ;S;NETHERLANDS;NETHERLANDS;FL;N/A;NMB POSTBANK GP.NRFD;NMB POSTBANK GROUP NRFD;NMB POSTBANK GROUP;NA
307547;Y;INVT;P;NETHERLANDS;NETHERLANDS;U$;N/A;NOMU.WARRT.FD. DEAD - DELIST 20/06/95;NOMURA WARRANT FUND DEAD - DELIST 20/06/95;NOMURA WARRANT FUND;NA
932870;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;NOORD-EUR.HOUTH.;NOORD-EUROPEAN HOUTHANDEL;NOORD-EUROPEAN HOUTHANDEL;NA
945377;Y;EQ;P;UNITED STATES;NETHERLANDS;U$;NL;NORAM ENERGY GROUP (AMS);NORAM ENERGY GROUP (AMS);NORAM ENERGY GROUP;NL0000453397
934590;Y;INVT;P;NETHERLANDS;NETHERLANDS;FL;N/A;NORAM ENERGY GROUP (AMS) DEAD - DELIST.01/03/96;NORAM ENERGY GROUP (AMS) DEAD - DELIST.01/03/96;NORAM ENERGY GROUP;NA
308829;N;EQ;P;UNITED STATES;NETHERLANDS;U$;NL;NORFOLK STHN.CERT. (AMS) DEAD - DEAD 29/10/01;NORFOLK SOUTHERN CERTIFICATE (AMS) DEAD - DEAD 29/10/01;NORFOLK SOUTHERN CORPORATION;NL0000470037
921031;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;NORIT DEAD - DELIST.30/03/01;NORIT DEAD - DELIST.30/03/01;NORIT NV;NL0000375343
308824;Y;EQ;S;NORWAY;NETHERLANDS;NK;NO;NORSK HYDRO (AMS) DEAD - DEAD 22/06/01;NORSK HYDRO (AMS) DEAD - DEAD 22/06/01;NORSK HYDRO ASA;NO0005052605
741876;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;NPM CAPITAL DEAD - DELIST.27/10/00;NPM CAPITAL DEAD - DELIST.27/10/00;NPM CAPITAL;NL0000373116
51449C;Y;EQ;P;CHANNEL ISLANDS;NETHERLANDS;E;JE;NR NORDIC RUSSIA DEAD - 29/10/12;NR NORDIC RUSSIA DEAD - 29/10/12;NR NORDIC RUSSIA PROPERTIES LIMITED;JE00B1G3KL02
932874;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;NUMICO (KON.) DEAD - TAKEOVER 912833;NUMICO (KONINKLIJKE) DEAD - TAKEOVER 912833;KONINKLIJKE NUMICO NV;NL0000375616
897320;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;NUTRECO DEAD - 17/04/15;NUTRECO DEAD - 17/04/15;NUTRECO NV;NL0010395208
932873;N;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;NUTRICIA GEM.BEZ. CONVERTED SEE 932874;NUTRICIA GEMEENTEN BEZIT CONVERTED SEE 932874;KONINKLIJKE NUMICO NV;NA
922885;N;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;NUTRICIA VER.BEDR.DIV.85;NUTRICIA VEREINIGTE BEDRIJVEN DIVIDEND 85;KONINKLIJKE NUMICO NV;NA
697058;Y;EQ;S;NETHERLANDS;NETHERLANDS;E;NL;NWE NED AM HYP BK DEAD - 30/04/18;NWE NED AM HYP BK DEAD - 30/04/18;NWE NED AM HYP BK;NL0000121622
308828;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;N/A;NYNEX (AMS) DEAD - DELIST 15/08/97;NYNEX (AMS) DEAD - DELIST 15/08/97;NYNEX CORPORATION;NA
50386U;Y;EQ;S;UNITED STATES;NETHERLANDS;E;US;NYSE EURONEXT (AMS) DEAD - SEE MOR 50368K;NYSE EURONEXT (AMS) DEAD - SEE MOR 50368K;NYSE EURONEXT;US6294911010
922887;Y;EQ;P;UNITED STATES;NETHERLANDS;E;NL;OCE DEAD - 14/02/12;OCE DEAD - 14/02/12;OCE NV;NL0000354934
676755;N;EQ;P;UNITED STATES;NETHERLANDS;FL;N/A;OCE DUPLICATE SEE 922887;OCE DUPLICATE SEE 922887;OCE NV;NA
41249J;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;OCTOPLUS DEAD - 16/04/13;OCTOPLUS DEAD - 16/04/13;OCTOPLUS;NL0000345718
912327;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;OGEM;OGEM;OGEM;NA
932833;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;OMNIUM EUROPE DEAD - 30/05/02;OMNIUM EUROPE DEAD - 30/05/02;OMNIUM EUROPE NV;NL0000375814
36180F;Y;EQ;S;BELGIUM;NETHERLANDS;E;BE;ONCOMETHYLOME SCIS.(AMS) DEAD - SEE MOR 36179X;ONCOMETHYLOME SCIENCES (AMS) DEAD - SEE MOR 36179X;MDXHEALTH SA;BE0003844611
273790;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;VG;OPEN TV (AMS) DEAD - DEAD 31/12/03;OPEN TV (AMS) DEAD - DEAD 31/12/03;OPENTV CORPORATION;VGG675431016
9365U7;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;N/A;ORASCOM CONSTRUCTION;ORASCOM CONSTRUCTION;ORASCOM CONSTRUCTION;NA
741734;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;ORCO BANK DEAD - DELIST.18/08/95;ORCO BANK DEAD - DELIST.18/08/95;ORCO BANK;NL0000375855
729256;Y;INVT;P;NETHERLANDS;NETHERLANDS;FL;N/A;ORCURENT NED.PARTS. DEAD - DELIST.13/04/92;ORCURENT NEDERLANDS PARTICIPATIONS DEAD - DELIST.13/04/92;ORCURENT NEDERLANDS PARTICIPATIONS;NA
504502;N;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;ORDINA 2% STK.;ORDINA 2% STOCK;ORDINA NV;NA
671635;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;ORTHOCENTER DEAD - 15/09/00;ORTHOCENTER DEAD - 15/09/00;ORTHOCENTER;NL0000441434
932900;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;OTRA DEAD - DELIST 06/08/99;OTRA DEAD - DELIST 06/08/99;OTRA NV;NL0000376366
998410;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;P &C GROUP DEAD - DELIST 10/12/98;P &C GROUP DEAD - DELIST 10/12/98;P.&C. GROUP NV;NL0000440782
308823;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;NL;P G & E CERT. (AMS) DEAD - DEAD 11/12/01;P G & E CERTIFICATE (AMS) DEAD - DEAD 11/12/01;PG&E CORPORATION;NL0000470854
308830;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;N/A;PACIFIC TELESIS (AMS) DEAD - DELIST 27/11/97;PACIFIC TELESIS (AMS) DEAD - DELIST 27/11/97;PACIFIC TELESIS GROUP;NA
923089;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;PAKHOED;PAKHOED;PAKHOED NV;NA
932878;N;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;PAKHOED KON. DEAD - T/O BY 278066;PAKHOED KONINKLIJKE DEAD - T/O BY 278066;PAKHOED NV;NL0000376598
932880;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;PALTHE DEAD - 4/2/94;PALTHE DEAD - 4/2/94;PALTHE;NL0000376895
50725W;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;PAN EUROP HOTEL DEAD - 30/03/09;PAN EUROP HOTEL DEAD - 30/03/09;PAN EUROP HOTEL;NL0000293686
505034;Y;EQ;P;UNITED STATES;NETHERLANDS;U$;N/A;PAN PACIFIC (H);PAN PACIFIC (H);PAN PACIFIC (H);NA
779101;N;EQ;S;UNITED KINGDOM;NETHERLANDS;E;GB;PEN.&ORNTL. (AMS) DEAD - DELIST 20/02/98;PENINSULAR &ORIENTAL (AMS) DEAD - DELIST 20/02/98;PENINSULAR & ORIENT STEAM NAVIGATION COMPANY;GB0006800485
308827;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;NL;PEPSICO CERT. (AMS) DEAD - DEAD 15/11/01;PEPSICO CERTIFICATE (AMS) DEAD - DEAD 15/11/01;PEPSICO INCORPORATED;NL0000471431
308825;Y;EQ;P;UNITED KINGDOM;NETHERLANDS;£;GB;PERKINS FOODS (AMS) DEAD - DEAD 12/03/01;PERKINS FOODS (AMS) DEAD - DEAD 12/03/01;PERKINS FOODS PUBLIC LIMITED COMPANY;GB0002567518
308826;Y;EQ;S;BELGIUM;NETHERLANDS;E;BE;PETROFINA (AMS) DEAD - DELIST.20/01/00;PETROFINA (AMS) DEAD - DELIST.20/01/00;PETROFINA;BE0003564722
686120;N;EQ;P;SWITZERLAND;NETHERLANDS;E;NL;PETROPLUS INTL. DEAD - 20/04/05;PETROPLUS INTERNATIONAL DEAD - 20/04/05;PETROPLUS HOLDINGS AG;NL0000376937
29753L;Y;EQ;S;FRANCE;NETHERLANDS;E;FR;PEUGEOT (AMS) DEAD - SEE MOR 912709;PEUGEOT (AMS) DEAD - SEE MOR 912709;PEUGEOT SA;FR0000121501
505091;N;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;PHILIPS ELTN.KON.DIV.'90;PHILIPS ELECTRONICS KONINKLIJKE DIVIDEND '90;KONINKLIJKE PHILIPS ELECTRONICS NA;NA
505494;N;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;PHILIPS ELTN.KON.4% STK.;PHILIPS ELECTRONICS KONINKLIJKE 4% STOCK;KONINKLIJKE PHILIPS ELECTRONICS NA;NA
993315;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;US;PHILLIPS PTL. (AMS);PHILLIPS PETROLEUM (AMS);CONOCOPHILLIPS;US20825C1045
702961;Y;EQ;S;UNITED STATES;NETHERLANDS;E;US;PHILLIPS PTL.CERT. (AMS);PHILLIPS PETROLEUM CERTIFICATE (AMS);CONOCOPHILLIPS;US20825C1045
702491;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;PHOENIX BEHEER DEAD - DELIST 04/09/00;PHOENIX BEHEER DEAD - DELIST 04/09/00;PHOENIX BEHEER NV;NL0000440428
51804H;Y;EQ;S;UNITED KINGDOM;NETHERLANDS;E;GB;PHOENIX GROUP HOLDINGS DEAD - 17/11/10;PHOENIX GROUP HOLDINGS DEAD - 17/11/10;PHOENIX GROUP HOLDINGS PUBLIC LIMITED COMPANY;GB00BGXQNP29
921590;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;PIE MEDICAL DEAD - DELIST.24/11/95;PIE MEDICAL DEAD - DELIST.24/11/95;PIE MEDICAL;NA
670368;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;PINK ROCCADE DEAD - 20/04/05;PINK ROCCADE DEAD - 20/04/05;PINK ROCCADE NV;NL0000377067
30416R;N;EQ;P;NETHERLANDS;NETHERLANDS;E;N/A;PINK ROCCADE AGM DEAD - DUPL.SEE 670368;PINK ROCCADE AGM DEAD - DUPLICATE SEE 670368;PINK ROCCADE NV;NA
898819;N;EQ;P;JAPAN;NETHERLANDS;Y;NL;PIONEER ELT.CDR. DEAD - 28/09/04;PIONEER ELECTRONIC CONTINENTAL DEPOSITARY RE DEAD - 28/09/04;PIONEER CORPORATION;NL0000008811
308813;N;EQ;P;ITALY;NETHERLANDS;L;N/A;PIRELLI SPA (AMS) (DELISTED - 19/07/93);PIRELLI SPA (AMS) (DELISTED - 19/07/93);PIRELLI SPONSORED;NA
504547;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;PIRELLI TYRE HOLDING DEAD - DELIST 23/06/97;PIRELLI TYRE HOLDING DEAD - DELIST 23/06/97;PIRELLI TYRE HOLDING;NL0000377117
993316;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;US;POLAROID (AMS) DEAD - DELIST 16/10/01;POLAROID (AMS) DEAD - DELIST 16/10/01;POLAROID CORPORATION;US7310951055
308814;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;NL;POLAROID CERT. (AMS) DEAD - DEAD 16/10/01;POLAROID CERTIFICATE (AMS) DEAD - DEAD 16/10/01;POLAROID CORPORATION;NL0000472157
505137;N;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;POLYGRAM DEAD - DELIST 18/12/98;POLYGRAM DEAD - DELIST 18/12/98;POLYGRAM;NL0000377505
932196;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;POLYNORM DEAD - DELIST 01/02/02;POLYNORM DEAD - DELIST 01/02/02;POLYNORM NV;NL0000377752
505456;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;POLYNORM 1/19 CERT.;POLYNORM 1/19 CERTIFICATE;POLYNORM;NA
916648;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;PONT HOUTHANDEL;PONT HOUTHANDEL;PONT HOUTHANDEL;NA
779421;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;POOLGARANT CERTS.;POOLGARANT CERTIFICATES;POOLGARANT CERTIFICATES;NA
671636;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;PRINS DEAD - DELIST.19/09/00;PRINS DEAD - DELIST.19/09/00;PRINS;NL0000440642
259497;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;PRIORITY TELECOM DEAD - 09/06/06;PRIORITY TELECOM DEAD - 09/06/06;PRIORITY TELECOM NV;NL0000378818
308815;N;EQ;P;UNITED STATES;NETHERLANDS;U$;NL;PROCTER & GBL.CERT.(AMS) DEAD - DEAD 20/12/02;PROCTER & GAMBLE CERTIFICATE (AMS) DEAD - DEAD 20/12/02;THE PROCTER & GAMBLE COMPANY;NL0000472207
41221R;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;LU;PROLOGIS EURO PROP DEAD - 03/09/12;PROLOGIS EURO PROP DEAD - 03/09/12;PROLOGIS EURO PROP PREFERENCE;LU0100194785
68375K;N;EQ;P;NETHERLANDS;NETHERLANDS;E;LU;PROLOGIS EURO PROP PREF. DEAD - 27/08/12;PROLOGIS EURO PROP PREFERENCE DEAD - 27/08/12;PROLOGIS EURO PROP PREFERENCE;LU0467842786
932889;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;PRONAM;PRONAM;PRONAM;NA
932883;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;PROOST EN BRANDT;PROOST EN BRANDT;PROOST EN BRANDT;NA
774284;Y;INVT;P;NETHERLANDS;NETHERLANDS;U$;N/A;PROSPECT INTL.HI.PRTF.;PROSPECT INTERNATIONAL HIGH PORTFOLIO;PROSPECT INTERNATIONAL HIGH PORTFOLIO;NA
966756;Y;INVT;P;NETHERLANDS;NETHERLANDS;FL;N/A;PUBLIC STORAGE DEAD - DELIST.13/11/92;PUBLIC STORAGE DEAD - DELIST.13/11/92;PUBLIC STORAGE;NA
993317;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;US;QUAKER OATS (AMS) DEAD - DELIST.26/05/95;QUAKER OATS (AMS) DEAD - DELIST.26/05/95;QUAKER OATS COMPANY;US7474021059
671003;N;EQ;P;UNITED STATES;NETHERLANDS;E;NL;QUAKER OATS CERT. (AMS) DEAD - DEAD 31/01/02;QUAKER OATS CERTIFICATE (AMS) DEAD - DEAD 31/01/02;QUAKER OATS COMPANY;NL0000472629
308817;N;EQ;P;UNITED STATES;NETHERLANDS;U$;N/A;QUANTUM CHM.CERT. (AMS);QUANTUM CHEMICAL CERTIFICATE (AMS);QUANTUM CHEMICAL CORPORATION;NA
50710Q;N;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;QURIUS DEAD - DEAD;QURIUS DEAD - DEAD;LAVIDE HOLDING NV;NL0000853026
923801;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;R S V CERTS.;R S V CERTIFICATES;R S V CERTIFICATES;NA
508538;Y;INVT;P;NETHERLANDS;NETHERLANDS;FL;N/A;RABO ONROEREND GOED FON.;RABO ONROEREND GOED FONDS;RABO ONROEREND GOED FONDS;NA
27187T;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;N/A;RABOBANK GROEP DEAD - 29/09/05;RABOBANK GROEP DEAD - 29/09/05;RABOBANK GROEP;NA
932884;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;RADEMAKERS METL.;RADEMAKERS METALLIQUES;RADEMAKERS METALLIQUES;NA
897485;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;RANDSTAD FALCONS DEAD - DELIST 13/06/00;RANDSTAD FALCONS DEAD - DELIST 13/06/00;RANDSTAD FALCONS;NL0000494441
308462;Y;EQ;S;UNITED KINGDOM;NETHERLANDS;£;GB;REED ELSEVIER (AMS) DEAD - 29/09/01;REED ELSEVIER (AMS) DEAD - 29/09/01;RELX PUBLIC LIMITED COMPANY;GB00B2B0DG97
932885;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;REEUWIJK VAN;REEUWIJK VAN;REEUWIJK VAN;NA
9375GY;Y;EQ;S;NETHERLANDS;NETHERLANDS;E;NL;REFRESCO GROUP (AMS) DEAD - DELIST.26/04/18;REFRESCO GROUP (AMS) DEAD - DELIST.26/04/18;REFRESCO GROUP;NL0011214010
981526;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;RELX DEAD - 08/09/18;RELX DEAD - 08/09/18;RELX NV;NL0006144495
892749;Y;EQ;S;UNITED KINGDOM;NETHERLANDS;E;GB;REUTERS GROUP;REUTERS GROUP;THOMSON REUTERS PUBLIC LIMITED COMPANY;GB00B29MWZ99
273306;Y;EQ;S;FRANCE;NETHERLANDS;E;FR;RHONE POUL. 'A' (AMS) DEAD - DEAD 20/12/99;RHONE POULENC 'A' (AMS) DEAD - DEAD 20/12/99;AVENTIS SA;FR0000130460
308797;Y;EQ;S;JAPAN;NETHERLANDS;Y;JP;RICOH (AMS) DEAD - 04/09/08;RICOH (AMS) DEAD - 04/09/08;RICOH COMPANY LIMITED;JP3973400009
681624;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;RING ROSA NM DEAD - DELSIT 14/06/01;RING ROSA NM DEAD - DELSIT 14/06/01;RING ROSA;NL0000379337
29591Q;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;N/A;ROBECO HOOG DEAD - DUPL.SEE 29564X;ROBECO HOOG DEAD - DUPLICATE SEE 29564X;ROBECO HOOG DIVIDEND;NA
308822;Y;EQ;S;UNITED STATES;NETHERLANDS;U$;NL;ROCKWELL INTL.CERT.(AMS) DEAD - DELIST 14/05/99;ROCKWELL INTERNATIONAL CERTIFICATE (AMS) DEAD - DELIST 14/05/99;ROCKWELL AUTOMATION INCORPORATED;NL0000473510
981553;Y;CF;S;NETHERLANDS;NETHERLANDS;E;NL;RODAMCO (AMS) DEAD - DELIST.15/07/99;RODAMCO (AMS) DEAD - DELIST.15/07/99;ROBECO HOLLANDS BEZIT NV;NL0000288652
698849;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;RODAMCO ASIA DEAD - 29/10/04;RODAMCO ASIA DEAD - 29/10/04;RODAMCO ASIA;NL0000289346
698847;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;RODAMCO EUROPE DEAD - 13/05/08;RODAMCO EUROPE DEAD - 13/05/08;RODAMCO EUROPE;NL0000289320
671312;Y;CF;P;NETHERLANDS;NETHERLANDS;E;NL;RODAMCO NORTH AM. DEAD - DELIST 08/05/02;RODAMCO NORTH AMERICA DEAD - DELIST 08/05/02;RODAMCO NORTH AMERICA;NL0000289312
142438;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;RODAMCO RETAIL NED.FD. DEAD - MERGED 698847;RODAMCO RETAIL NEDERLANDS FUND DEAD - MERGED 698847;RODAMCO RETAIL NEDERLANDS FUND;NL0000288595
932890;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;ROMMENHOLLER;ROMMENHOLLER;ROMMENHOLLER;NA
505448;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;ROOD TESTHOUSE 2 1/2% ST;ROOD TESTHOUSE 2 1/2% ST;ROOD TESTHOUSE;NA
309862;Y;EQ;P;UNITED KINGDOM;NETHERLANDS;E;N/A;ROTHMANS INTL. UNITS(AMS;ROTHMANS INTERNATIONAL UNITS(AMS;ROTHMANS INTERNATIONAL (FL);NA
51191M;Y;EQ;S;UNITED KINGDOM;NETHERLANDS;E;GB;ROYAL BANK OF SCTL.(AMS) GP.;ROYAL BANK OF SCOTLAND (AMS) GROUP;NATWEST GROUP PUBLIC LIMITED COMPANY;GB00B7T77214
31414L;N;EQ;P;UNITED KINGDOM;NETHERLANDS;E;NL;ROYAL DUTCH NON-ASSENT DEAD - 19/01/06;ROYAL DUTCH NON-ASSENT DEAD - 19/01/06;ROYAL DUTCH SHELL;NL0000009470
916108;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;ROYAL IMTECH DEAD - 02/01/17;ROYAL IMTECH DEAD - 02/01/17;ROYAL IMTECH;NL0010886891
912796;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;ROYAL P&O NEDLLOYD DEAD - 13/09/05;ROYAL P&O NEDLLOYD DEAD - 13/09/05;ROYAL P&O NEDLLOYD NV;NL0000009983
