Date;23-9-2021;;;;;;;;;;;
Type;MAJOR FLAG;STOCK TYPE;QUOTE INDICATOR;GEOGRAPHIC DESCR.;GEOG DESC OF LSTNG;CURRENCY;ISIN ISSUER CTRY;NAME;FULL NAME;COMPANY NAME;ISIN CODE;CURRENCY
69264X;Y;EQ;P;UNITED STATES;UNITED STATES;U$;NL;LYONDELLBASELL INDS.CL.A;LYONDELLBASELL INDUSTRIES CLASS A;LYONDELLBASELL INDUSTRIES NV;NL0009434992;U$
932850;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;MACINTOSH RETAIL DEAD - 02/01/17;MACINTOSH RETAIL DEAD - 02/01/17;MACINTOSH RETAIL GROUP NV;NL0000367993;E 
932904;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;MAVERIX CAPITAL DEAD - 15/07/02;MAVERIX CAPITAL DEAD - 15/07/02;MAVERIX CAPITAL;NL0000388304;E 
933017;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;MAXWELL PTL. DEAD - DEAD 20/12/02;MAXWELL PETROLEUM DEAD - DEAD 20/12/02;MAXWELL PETROLEUM HOLDINGS;NL0000403731;E 
296418;Y;EQ;P;GERMANY;GERMANY;E;NL;MCC GLOBAL NV DEAD - 16/08/10;MCC GLOBAL NV DEAD - 16/08/10;MCC GLOBAL NV;NL0000687705;E 
697850;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;MCGREGOR FASHION GROUP DEAD - 27/04/06;MCGREGOR FASHION GROUP DEAD - 27/04/06;MCGREGOR FASHION GROUP NV;NL0000368124;E 
945329;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;MEDICOPHARMA DEAD - DELIST.28/08/92;MEDICOPHARMA DEAD - DELIST.28/08/92;MEDICOPHARMA;NL0000368298;FL
308273;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;MEDIQ DEAD - 13/03/13;MEDIQ DEAD - 13/03/13;MEDIQ NV;NL0009103530;E 
932748;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;MENDES GANS DEAD - T/O BY 531865;MENDES GANS DEAD - T/O BY 531865;MENDES GANS NV;NL0000368439;E 
929315;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;MENEBA;MENEBA;MENEBA;NL0000368637;FL
676866;Y;EQ;S;NETHERLANDS;UNITED STATES;E;N/A;META4 NV (EAS) DEAD - 28/11/03;META4 NV (EAS) DEAD - 28/11/03;META4 NV;NA;E 
72888J;Y;EQ;P;POLAND;POLAND;PZ;NL;MILKILAND;MILKILAND;MILKILAND NV;NL0009508712;PZ
698258;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;MKB NEDSENSE;MKB NEDSENSE;MKB NEDSENSE NV;NL0009312842;E 
929156;N;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;MOEARA ENIM PTL. DEAD - DEAD AUG 03';MOEARA ENIM PETROLEUM DEAD - DEAD AUG 03';MOEARA ENIM PETROLEUM MAATSCHAPPIJ;NL0000403897;E 
999423;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;CW;MOREFIELD GROUP;MOREFIELD GROUP;MOREFIELD GROUP;CWN814651014;E 
930540;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;NAARDEN;NAARDEN;NAARDEN;NL0000370856;FL
932856;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;NAEFF DEAD - DEAD 12/01/04;NAEFF DEAD - DEAD 12/01/04;NAEFF NV;NL0000371011;E 
932857;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;NAGRON DEAD - DEAD 15/07/02;NAGRON DEAD - DEAD 15/07/02;NAGRON NATIONAL GROND;NL0000371110;E 
36186W;Y;EQ;P;NETHERLANDS;UNITED KINGDOM;£;NL;NANETTE REAL ESTATE GP. DEAD - 25/09/09;NANETTE REAL ESTATE GROUP DEAD - 25/09/09;NANETTE REAL ESTATE GROUP NV;NL0000685246;£ 
741917;N;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;NAT.INVESTGBK. 'A' DEAD - DELIST 30/07/99;NATIONAL INVESTERINGSBANK 'A' DEAD - DELIST 30/07/99;NATIONAL INVESTERINGSBANK;NL0000303121;E 
902177;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;NAT.NEDERLANDEN;NATIONAL NEDERLANDEN;NATIONAL NEDERLANDEN;NL0000303170;FL
31262J;Y;EQ;P;GERMANY;GERMANY;E;NL;NAVSTONE (MUN);NAVSTONE (MUN);NAVSTONE SE;NL0009538008;E 
68123L;Y;INVT;P;CHANNEL ISLANDS;UNITED KINGDOM;£;GG;NB PRIVATE EQUITY;NB PRIVATE EQUITY;NB PRIVATE EQUITY PARTNERS LIMITED;GG00B1ZBD492;£ 
932859;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;NEDAP;NEDAP;NEDAP NV;NL0000371243;E 
505486;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;NEDCON CERT DEAD - DELIST 26/10/04;NEDCON CERT DEAD - DELIST 26/10/04;NEDCON GROEP NV;NL0000440360;E 
936534;Y;INVT;P;NETHERLANDS;NETHERLANDS;E;NL;NED.ELEVATOR DEAD - SEE 697972;NEDERLANDS ELEVATOR DEAD - SEE 697972;NEDERLANDS ELEVATOR;NL0000440402;E 
27507V;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;N/A;NEDERLANDSCHE MIDDENSTANDSBANK NV;NEDERLANDSCHE MIDDENSTANDSBANK NV;NEDERLANDSCHE;NA;E 
86966F;Y;CF;P;NETHERLANDS;NETHERLANDS;E;NL;NEDSE. BELEGGINGSMAATSCHAPPIJ;NEDERLANDSE BELEGGINGSMAATSCHAPPIJ;NBZ CF;NL0010228730;E 
27507X;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;N/A;NEDERLANDSE CREDIETBANK NV;NEDERLANDSE CREDIETBANK NV;NEDERLANDSE CREDIETBANK;NA;E 
9934QW;Y;EQ;P;NETHERLANDS;UNITED KINGDOM;£;N/A;NEDERLANDSE FINANCIERING ONTWIKKELINGSLADEN;NEDERLANDSE FINANCIERING ONTWIKKELINGSLADEN;NEDERLANDSE FINANCIERING;NA;£ 
916698;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;NEDFIELD DEAD - 01/07/10;NEDFIELD DEAD - 01/07/10;NEDFIELD;NL0006327322;E 
679064;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;NEDGRAPHICS HOLDING NM DEAD - MERG 698258;NEDGRAPHICS HOLDING NM DEAD - MERG 698258;NEDGRAPHICS HOLDING NM;NL0000371375;E 
756832;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;NEDSCHROEF HOLDINGS KON. DEAD - 03/07/07;NEDSCHROEF HOLDINGS KONINKLIJKE DEAD - 03/07/07;NEDSCHROEF HOLDINGS KONINKLIJKE;NL0000441475;E 
265646;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;NEW SKIES SATELLITES DEAD - DEAD 24/02/05;NEW SKIES SATELLITES DEAD - DEAD 24/02/05;NEW SKIES SATELLITES;NL0000371474;E 
741527;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;NEW SOURCES ENERGY;NEW SOURCES ENERGY;NEW SOURCES ENERGY NV;NL0009822014;E 
75975J;Y;EQ;P;UNITED KINGDOM;UNITED KINGDOM;£;GB;NEW WORLD RESOURCES DEAD - 19/07/18;NEW WORLD RESOURCES DEAD - 19/07/18;NEW WORLD RESOURCES PUBLIC LIMITED COMPANY;GB00B42CTW68;£ 
741467;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;NEWAYS ELECTRONICS INTERNATIONAL;NEWAYS ELECTRONICS INTERNATIONAL;NEWAYS ELECTRIC INTERNATIONAL;NL0000440618;E 
290339;Y;EQ;P;NETHERLANDS;UNITED KINGDOM;£;NL;NEWFOUND (DI) DEAD - DEAD 13/05/09;NEWFOUND (DI) DEAD - DEAD 13/05/09;NEWFOUND NV;NL0000686764;£ 
9278QK;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;NIBC HOLDING DEAD - DELIST.18/02/21;NIBC HOLDING DEAD - DELIST.18/02/21;NIBC HOLDING NV;NL0012756316;E 
772751;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;NKF HOLDING DEAD - T/O BY 307364;NKF HOLDING DEAD - T/O BY 307364;NKF HOLDING NV;NL0000374957;E 
923856;Y;UT;P;NETHERLANDS;NA;E;NL;NN EQUITY INVESTMENT FUND - P;NN EQUITY INVESTMENT FUND - P;NN EQUITY INVESTMENT;NL0000286318;E 
8914QL;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;NN GROUP;NN GROUP;NN GROUP;NL0010773842;E 
86729R;N;EQ;P;UNITED STATES;UNITED STATES;U$;US;NORD GOLD SPN.GDR 144A DEAD - DELIST.21/03/17;NORD GOLD SPONSORED GDR 144A DEAD - DELIST.21/03/17;NORD GOLD NV;US65557T1060;U$
921031;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;NORIT DEAD - DELIST.30/03/01;NORIT DEAD - DELIST.30/03/01;NORIT NV;NL0000375343;E 
676754;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;NSI;NSI;NSI;NL0012365084;E 
932874;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;NUMICO (KON.) DEAD - TAKEOVER 912833;NUMICO (KONINKLIJKE) DEAD - TAKEOVER 912833;KONINKLIJKE NUMICO NV;NL0000375616;E 
27508E;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;N/A;NUON NV DEAD - DEAD;NUON NV DEAD - DEAD;NUON NV;NA;E 
897320;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;NUTRECO DEAD - 17/04/15;NUTRECO DEAD - 17/04/15;NUTRECO NV;NL0010395208;E 
27187Q;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;N/A;NV BANK NEDERLANDSE GEME ENTEN;NV BANK NEDERLANDSE GEME ENTEN;NV BANK NEDERLANDSE GEME;NA;E 
27187U;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;N/A;NV NEDERLANDSE GASUNIE;NV NEDERLANDSE GASUNIE;NV NEDERLANDSE GASUNIE;NA;E 
2580MC;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;NX FILTRATION;NX FILTRATION;NX FILTRATION NV;NL0015000D50;E 
86907K;Y;EQ;P;CANADA;CANADA;C$;N/A;NXP BV;NXP BV;NXP BV;NA;C$
69487D;Y;EQ;P;UNITED STATES;UNITED STATES;U$;NL;NXP SEMICONDUCTORS;NXP SEMICONDUCTORS;NXP SEMICONDUCTORS NV;NL0009538784;U$
922887;Y;EQ;P;UNITED STATES;NETHERLANDS;E;NL;OCE DEAD - 14/02/12;OCE DEAD - 14/02/12;OCE NV;NL0000354934;E 
88054J;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;OCI;OCI;OCI NV;NL0010558797;E 
41249J;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;OCTOPLUS DEAD - 16/04/13;OCTOPLUS DEAD - 16/04/13;OCTOPLUS;NL0000345718;E 
923433;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;ORANJEWOUD 'A';ORANJEWOUD 'A';ORANJEWOUD NV;NL0000370419;E 
741734;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;ORCO BANK DEAD - DELIST.18/08/95;ORCO BANK DEAD - DELIST.18/08/95;ORCO BANK;NL0000375855;FL
741609;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;ORDINA;ORDINA;ORDINA NV;NL0000440584;E 
325648;Y;EQ;P;UNITED STATES;UNITED STATES;U$;US;ORTHOFIX MEDICAL;ORTHOFIX MEDICAL;ORTHOFIX MEDICAL INCORPORATED;US68752M1080;U$
932900;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;OTRA DEAD - DELIST 06/08/99;OTRA DEAD - DELIST 06/08/99;OTRA NV;NL0000376366;E 
77332L;Y;EQ;P;POLAND;POLAND;PZ;NL;OVOSTAR UNION;OVOSTAR UNION;OVOSTAR UNION SA;NL0009805613;PZ
998410;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;P &C GROUP DEAD - DELIST 10/12/98;P &C GROUP DEAD - DELIST 10/12/98;P.&C. GROUP NV;NL0000440782;FL
932878;N;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;PAKHOED KON. DEAD - T/O BY 278066;PAKHOED KONINKLIJKE DEAD - T/O BY 278066;PAKHOED NV;NL0000376598;E 
938619;Y;EQ;P;BELGIUM;BELGIUM;E;NL;PALMBOOMEN CULT. MIJ. MOPOLI PALMERAIES DE;PALMBOOMEN CULTUUR MAATSCHAPPIJ MOPOLI PALMERAIES DE;MOPOLI;NL0000488153;E 
932880;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;PALTHE DEAD - 4/2/94;PALTHE DEAD - 4/2/94;PALTHE;NL0000376895;FL
50725W;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;PAN EUROP HOTEL DEAD - 30/03/09;PAN EUROP HOTEL DEAD - 30/03/09;PAN EUROP HOTEL;NL0000293686;E 
686120;N;EQ;P;SWITZERLAND;NETHERLANDS;E;NL;PETROPLUS INTL. DEAD - 20/04/05;PETROPLUS INTERNATIONAL DEAD - 20/04/05;PETROPLUS HOLDINGS AG;NL0000376937;E 
698852;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;PHARMING GROUP;PHARMING GROUP;PHARMING GROUP NV;NL0010391025;E 
933031;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;PHILIPS ELTN.KONINKLIJKE;PHILIPS ELECTRONICS KONINKLIJKE;KONINKLIJKE PHILIPS ELECTRONICS NA;NL0000009538;E 
68356C;Y;EQ;P;UNITED KINGDOM;UNITED KINGDOM;£;GB;PHOENIX GROUP HDG.;PHOENIX GROUP HOLDINGS;PHOENIX GROUP HOLDINGS PUBLIC LIMITED COMPANY;GB00BGXQNP29;£ 
921590;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;N/A;PIE MEDICAL DEAD - DELIST.24/11/95;PIE MEDICAL DEAD - DELIST.24/11/95;PIE MEDICAL;NA;FL
670368;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;PINK ROCCADE DEAD - 20/04/05;PINK ROCCADE DEAD - 20/04/05;PINK ROCCADE NV;NL0000377067;E 
504547;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;PIRELLI TYRE HOLDING DEAD - DELIST 23/06/97;PIRELLI TYRE HOLDING DEAD - DELIST 23/06/97;PIRELLI TYRE HOLDING;NL0000377117;FL
50778J;Y;EQ;P;GERMANY;GERMANY;E;NL;PLAYJACK DEAD - 20/07/11;PLAYJACK DEAD - 20/07/11;PLAYJACK NV;NL0000871028;E 
413103;Y;EQ;P;NETHERLANDS;UNITED KINGDOM;£;NL;PLAZA CENTERS;PLAZA CENTERS;PLAZA CENTERS NV;NL0011882741;£ 
505137;N;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;POLYGRAM DEAD - DELIST 18/12/98;POLYGRAM DEAD - DELIST 18/12/98;POLYGRAM;NL0000377505;E 
41459J;Y;EQ;P;NETHERLANDS;UNITED KINGDOM;£;NL;POLYMER LOGISTICS (DI) DEAD - DEAD 15/05/09;POLYMER LOGISTICS (DI) DEAD - DEAD 15/05/09;POLYMER LOGISTICS NV;NL0000687465;£ 
932196;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;POLYNORM DEAD - DELIST 01/02/02;POLYNORM DEAD - DELIST 01/02/02;POLYNORM NV;NL0000377752;E 
932882;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;PORCELEYNE FLES;PORCELEYNE FLES;KONINKLIJKE PORCELEYNE FLES NV;NL0000378669;E 
681714;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;POSTNL;POSTNL;POSTNL NV;NL0009739416;E 
259497;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;PRIORITY TELECOM DEAD - 09/06/06;PRIORITY TELECOM DEAD - 09/06/06;PRIORITY TELECOM NV;NL0000378818;E 
95087K;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;PROSUS;PROSUS;PROSUS NV;NL0013654783;E 
27508F;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;N/A;PROVINCIALE GELDERSE ENERGIE-MAATS;PROVINCIALE GELDERSE ENERGIE-MAATS;PROVINCIALE GELDERSE;NA;E 
882416;Y;EQ;S;GERMANY;GERMANY;E;NL;QIAGEN (FRA);QIAGEN (FRA);QIAGEN NV;NL0012169213;E 
50486P;Y;EQ;P;NETHERLANDS;UNITED KINGDOM;£;NL;QMULUS (DI) DEAD - 26/07/10;QMULUS (DI) DEAD - 26/07/10;QMULUS NV;NL0000817377;£ 
27187T;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;N/A;RABOBANK GROEP DEAD - 29/09/05;RABOBANK GROEP DEAD - 29/09/05;RABOBANK GROEP;NA;E 
505482;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;RANDSTAD;RANDSTAD;RANDSTAD NV;NL0000379121;E 
9375GY;Y;EQ;S;NETHERLANDS;NETHERLANDS;E;NL;REFRESCO GROUP (AMS) DEAD - DELIST.26/04/18;REFRESCO GROUP (AMS) DEAD - DELIST.26/04/18;REFRESCO GROUP;NL0011214010;E 
981526;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;RELX DEAD - 08/09/18;RELX DEAD - 08/09/18;RELX NV;NL0006144495;E 
697539;Y;EQ;P;GERMANY;GERMANY;E;NL;RHEIN BIOTECH DEAD - SEE 280834;RHEIN BIOTECH DEAD - SEE 280834;RHEIN BIOTECH AG;NL0000230324;E 
681624;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;RING ROSA NM DEAD - DELSIT 14/06/01;RING ROSA NM DEAD - DELSIT 14/06/01;RING ROSA;NL0000379337;E 
923505;Y;CF;P;NETHERLANDS;NETHERLANDS;E;NL;ROBECO SUST.GLB. STARS EQTIES.FD.;ROBECO SUSTAINABLE GLOBAL STARS EQUITIES FUND;ROBECO SUSTAINABLE GLOBAL STARS;NL0000289783;E 
981553;Y;CF;S;NETHERLANDS;NETHERLANDS;E;NL;RODAMCO (AMS) DEAD - DELIST.15/07/99;RODAMCO (AMS) DEAD - DELIST.15/07/99;ROBECO HOLLANDS BEZIT NV;NL0000288652;E 
698849;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;RODAMCO ASIA DEAD - 29/10/04;RODAMCO ASIA DEAD - 29/10/04;RODAMCO ASIA;NL0000289346;E 
698847;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;RODAMCO EUROPE DEAD - 13/05/08;RODAMCO EUROPE DEAD - 13/05/08;RODAMCO EUROPE;NL0000289320;E 
671312;Y;CF;P;NETHERLANDS;NETHERLANDS;E;NL;RODAMCO NORTH AM. DEAD - DELIST 08/05/02;RODAMCO NORTH AMERICA DEAD - DELIST 08/05/02;RODAMCO NORTH AMERICA;NL0000289312;E 
142438;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;RODAMCO RETAIL NED.FD. DEAD - MERGED 698847;RODAMCO RETAIL NEDERLANDS FUND DEAD - MERGED 698847;RODAMCO RETAIL NEDERLANDS FUND;NL0000288595;E 
916368;Y;CF;P;NETHERLANDS;NETHERLANDS;E;NL;ROLINCO;ROLINCO;ROLINCO NV;NL0000289817;E 
51225D;Y;EQ;P;NETHERLANDS;POLAND;PZ;NL;RONSON DEVELOPMENT;RONSON DEVELOPMENT;RONSON DEVELOPMENT SE;NL0006106007;PZ
741499;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;ROODMICROTEC;ROODMICROTEC;ROODMICROTEC NV;NL0000440477;E 
933718;Y;CF;P;NETHERLANDS;NETHERLANDS;E;LU;RORENTO DH EUR ICVC;RORENTO DH EUR ICVC;RORENTO DH SA;LU0934195610;E 
29280U;N;EQ;P;UNITED KINGDOM;UNITED KINGDOM;£;N/A;ROTHMANS INTL. BV;ROTHMANS INTERNATIONAL BV;ROTHMANS INTERNATIONAL (FL);NA;£ 
31459M;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;N/A;ROYAL DUTCH PETROLEUM;ROYAL DUTCH PETROLEUM;ROYAL DUTCH PETROLEUM;NA;E 
902178;Y;EQ;P;UNITED KINGDOM;NETHERLANDS;E;GB;ROYAL DUTCH SHELL A;ROYAL DUTCH SHELL A;ROYAL DUTCH SHELL;GB00B03MLX29;E 
916108;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;ROYAL IMTECH DEAD - 02/01/17;ROYAL IMTECH DEAD - 02/01/17;ROYAL IMTECH;NL0010886891;E 
912796;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;ROYAL P&O NEDLLOYD DEAD - 13/09/05;ROYAL P&O NEDLLOYD DEAD - 13/09/05;ROYAL P&O NEDLLOYD NV;NL0000009983;E 
923857;Y;GDR;P;NETHERLANDS;NETHERLANDS;E;NL;ROYALREESINK DEAD - 17/08/16;ROYALREESINK DEAD - 17/08/16;ROYALREESINK NV;NL0000379303;E 
997702;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;SAMAS DEAD - 21/01/10;SAMAS DEAD - 21/01/10;SAMAS NV;NL0000381507;E 
27508H;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;N/A;SARA LEE/DE NV DEAD - DEAD;SARA LEE/DE NV DEAD - DEAD;SARA LEE/DE NV;NA;E 
933027;Y;EQ;P;NETHERLANDS;NETHERLANDS;U$;NL;SARAKREEK HDG. DEAD - 15/11/05;SARAKREEK HOLDINGS DEAD - 15/11/05;SARAKREEK HOLDINGS;NL0000381911;U$
916775;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;SBM OFFSHORE;SBM OFFSHORE;SBM OFFSHORE NV;NL0000360618;E 
892394;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;SCALA BUSINESS DEAD - DELIST 13/07/04;SCALA BUSINESS DEAD - DELIST 13/07/04;SCALA BUSINESS;NL0000382000;E 
923065;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;SCHUITEMA DEAD - 14/09/09;SCHUITEMA DEAD - 14/09/09;SCHUITEMA NV;NL0000383040;E 
690787;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;SEAGULL HOLDING DEAD - 08/06/07;SEAGULL HOLDING DEAD - 08/06/07;SEAGULL HOLDING NV;NL0000381416;E 
68981D;Y;EQ;P;UNITED STATES;UNITED STATES;U$;GB;SENSATA TECHS.HLDG.;SENSATA TECHNOLOGIES HOLDING;SENSATA TECHNOLOGIES HOLDING NV;GB00BFMBMT84;U$
27188C;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;N/A;SHV HOLDINGS N V;SHV HOLDINGS N V;SHV HOLDINGS N V;NA;E 
8900MR;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;SIF HOLDING;SIF HOLDING;SIF HOLDING;NL0011660485;E 
7418Z9;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;SIGNIFY;SIGNIFY;SIGNIFY NV;NL0011821392;E 
729499;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;SIMAC TECHNIEK DEAD - 10/03/14;SIMAC TECHNIEK DEAD - 10/03/14;SIMAC TECHNIEK NV;NL0000441616;E 
504959;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;SLIGRO FOOD GROUP;SLIGRO FOOD GROUP;SLIGRO FOOD GROUP NV;NL0000817179;E 
362709;Y;EQ;P;GERMANY;GERMANY;E;NL;SMARTRAC DEAD - 17/06/13;SMARTRAC DEAD - 17/06/13;SMARTRAC NV;NL0000186633;E 
950807;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;SMIT INTL.CERTS. DEAD - 05/05/10;SMIT INTERNATIONAL CERTIFICATES DEAD - 05/05/10;SMIT INTERNATIONAL;NL0000383800;E 
143235;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;SMIT TRAFO 'A' DEAD - DELIST 17/11/00;SMIT TRAFO 'A' DEAD - DELIST 17/11/00;SMIT TRANSFORMATOR;NL0000383834;E 
308444;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;SNOWWORLD;SNOWWORLD;SNOWWORLD;NL0010627865;E 
35957F;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;SNS REAAL DEAD - 27/03/13;SNS REAAL DEAD - 27/03/13;SNS REAAL;NL0000390706;E 
276830;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;SNT DEAD - 30/05/05;SNT DEAD - 30/05/05;SNT NV;NL0000383909;E 
412588;Y;EQ;P;NETHERLANDS;UNITED KINGDOM;E;NL;SPAZIO INVESTMENT (DI) DEAD - 16/12/09;SPAZIO INVESTMENT (DI) DEAD - 16/12/09;SPAZIO INVESTMENT NV;NL0000686319;E 
729253;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;SPHINX GUSTVBG.KON. DEAD - T/O BY 698813;SPHINX GUSTAVSBERG KONINKLIJKE DEAD - T/O BY 698813;SPHINX GUSTAVSBERG KONINKLIJKE;NL0000385078;E 
29027R;Y;EQ;S;NETHERLANDS;NETHERLANDS;E;NL;SPYKER DEAD - 16/09/13;SPYKER DEAD - 16/09/13;SPYKER;NL0010363529;E 
741107;Y;EQ;P;NETHERLANDS;NETHERLANDS;FL;NL;STAAL BANKIERS DEAD - DELIST.10/04/96;STAAL BANKIERS DEAD - DELIST.10/04/96;STAAL BANKIERS;NL0000385631;FL
932773;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;STERN GROEP;STERN GROEP;STERN GROEP NV;NL0000336303;E 
929704;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;STORK DEAD - TAKEOVER 904708;STORK DEAD - TAKEOVER 904708;STORK NV;NL0000390672;E 
745052;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;SUPER DE BOER DEAD - 19/01/10;SUPER DE BOER DEAD - 19/01/10;SUPER DE BOER;NL0006144503;E 
686743;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;TAS GROEP DEAD - DELIST.21/12/00;TAS GROEP DEAD - DELIST.21/12/00;TAS GROEP;NL0000388882;E 
724079;Y;UT;P;NETHERLANDS;NA;E;NL;TCM VIETNAM HIGH DIVIDEND EQUITY;TCM VIETNAM HIGH DIVIDEND EQUITY;TCM VIETNAM HIGH;NL0006489189;E 
32388X;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;TELE ATLAS DEAD - T/O 31102D;TELE ATLAS DEAD - T/O 31102D;TELE ATLAS NV;NL0000233948;E 
921048;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;TELEGRAAF MEDIA GROEP DEAD - DELIST.22/02/18;TELEGRAAF MEDIA GROEP DEAD - DELIST.22/02/18;TELEGRAAF MEDIA GROEP NV;NL0000386605;E 
690098;Y;EQ;P;GERMANY;GERMANY;E;NL;TELEPLAN INTL. DEAD - 06/12/17;TELEPLAN INTERNATIONAL DEAD - 06/12/17;TELEPLAN INTERNATIONAL NV;NL0000229458;E 
270079;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;TELE2 NETHERLANDS DEAD - 21/05/08;TELE2 NETHERLANDS DEAD - 21/05/08;TELE2 NETHERLANDS HOLDING;NL0006129264;E 
930119;Y;EQ;P;NETHERLANDS;NETHERLANDS;E;NL;TEN CATE DEAD - 17/03/16;TEN CATE DEAD - 17/03/16;KONINKLIJKE TEN CATE NV;NL0000375749;E 
